NPA,Violent_Crime_Rate_2015,Violent_Crimes_2015,Property_Crime_Rate_2015,Property_Crimes_2015,Disorder_Call_Rate_2015,Disorder_Calls_2015,Animal_Control_Call_Rate_2015,Animal_Control_Calls_2015,Fire_Call_Rate_2015,Fire_Calls_2015,Nuisance_Violations_2015,Nuisance_Violations_Total_2015,311_Requests_2015,311_Calls_2015,Voter_Participation_2015,Voters_Participating_2015,Neighborhood_Organizations_2015,Population_Density_2015,Population _2015,Age_of_Residents_2015,Age_of_Residents_moe_2015,Youth_Population_2015,Youth_Population_moe_2015,Older_Adult_Population_2015,Older_Adult_Population_moe_2015,Vacant_Land_2015,Vacant_Land_Area_2015,Household_Income_2015,Household_Income_moe_2015,Public_Nutrition_Assistance_2015,Employment_Rate_2015,Employment_Rate_moe_2015,Job_Density_2015,Jobs_2015,Commercial_Construction_2015,Commercial_Construction_Permitted_Units_2015,Commercial_Size_2015,Commercial_Size_Total_2015,Commercial_Building_Age_2015,Fincancial_Services_Proximity_2015,Financial_Services_Proximate_Units_2015,Bachelors_Degree_2015,Bachelors_Degree_moe_2015,High_School_Diploma_2015,High_School_Diploma_moe_2015,Early_Care_Proximity_2015,Early_Care_Proximate_Units_2015,SchoolAge_Proximity_2015,SchoolAge_Proximate_Units_2015,Library_Card_Prevalence_2015,Library_Card_Holders_2015,Proficiency_Elementary_School_2015,Proficiency_Middle_School_2015,Proficiency_High_School_2015,Highschool_Graduation_Rate_2015,Student_Absenteeism_2015,Neighborhood_School_Attendance_2015,Grocery_Proximity_2015,Grocery_Proximate_Units_2015,Pharmacy_Proximity_2015,Pharmacy_Proximate_Units_2015,Park_Proximity_2015,Park_Proximate_Units_2015,Public_Health_Insurance _2015,Impervious_Surface_2015,Impervious_Surface_Area_2015,Adopt_a_Stream_2015,Adopt_a_Stream_Length_2015,Commuters_Driving_Alone_2015,Commuters_Driving_Alone_moe_2015,Housing_Density_2015,Housing_Units_2015,Single_Family_Housing_2015,Single_Family_Units_2015,Housing_Size_2015,Housing_Age_2015,Rental_Houses_2015,Rental_Houses_Units_2015,New_Residential_2015,New_Residential_Permit_Units_2015,Residential_Renovation_2015,Residential_Renovation_Permit_Units_2015,Foreclosures_2015,Foreclosed_Units_2015,Home_Sales_Price_2015,Housing_Violations_2015,Housing_Violations_Total_2015,Home_Ownership_2015,Home_Ownership_moe_2015,Bicycle_Friendliness_2015,Street_Connectivity_2015,Transit_Proximity_2015,Transit_Proximate_Units_2015,Transit_Ridership_2015,Transit_Ridership_Total_2015
142,4.9,13.0,,,173.1,456.0,52.2,110.0,34.9,92.0,23.8,,31.4,828.0,13.0,182.0,3.0,6.0,2635.0,34.0,5.0,20.0,7.0,7.0,3.0,1.9,8.0,41375.0,6338.0,25.0,90.0,6.0,3.6,1609.0,1.81,8.0,,1496345.0,25.0,0.0,0.0,30.0,14.0,90.0,17.0,100.0,1299.0,100.0,1294.0,19.0,508.0,29.2,23.9,26.3,81.0,12.0,78.0,41.0,533.0,100.0,,4.0,56.0,27.0,37.3,165.0,100.0,3.04,76.0,13.0,2.9,1299.0,20.0,263.0,1227.0,41.0,40.0,104.0,0.0,0.0,1.81,8.0,1.4,8.0,85071.0,1.85,24.0,36.0,8.0,1.5,1.16,100.0,1299.0,31.0,532.0
143,0.0,0.0,5.1,7.0,27.9,38.0,15.5,30.0,14.7,20.0,2.4,15.0,42.7,581.0,,389.0,2.0,5.0,1362.0,,6.0,14.0,7.0,,,2.5,7.0,54679.0,26164.0,1.0,89.0,,0.2,54.0,0.0,0.0,636.0,2544.0,16.0,8.0,52.0,58.0,15.0,100.0,12.0,0.0,0.0,19.0,115.0,19.0,263.0,81.0,94.7,100.0,100.0,4.0,90.0,9.0,56.0,10.0,61.0,26.0,159.0,3.0,20.5,60.0,,,95.0,6.0,2.1,621.0,57.0,353.0,3138.0,35.0,7.0,23.0,1.02,3.0,,26.0,0.3,2.0,376697.0,0.0,0.0,93.0,9.0,1.6,1.07,100.0,619.0,9.0,53.0
144,6.2,13.0,28.9,61.0,,,,,10.9,23.0,1.2,11.0,12.1,255.0,7.0,60.0,,9.0,2113.0,32.0,5.0,26.0,7.0,11.0,3.0,28.6,70.0,31667.0,5885.0,33.0,93.0,4.0,0.2,56.0,0.0,0.0,6115.0,61145.0,38.0,0.0,0.0,29.0,9.0,91.0,10.0,100.0,955.0,100.0,955.0,25.0,524.0,26.3,24.5,45.5,94.0,17.0,85.0,52.0,498.0,52.0,498.0,0.0,0.0,37.0,20.4,50.0,0.0,0.0,86.0,7.0,3.9,955.0,17.0,161.0,1365.0,30.0,39.0,62.0,,16.0,1.22,3.0,3.1,5.0,218667.0,,,30.0,6.0,1.1,1.03,100.0,955.0,2.0,2.0
145,5.3,9.0,66.7,113.0,,,,,20.1,34.0,2.2,14.0,10.6,180.0,9.0,67.0,,3.0,1695.0,29.0,7.0,29.0,7.0,5.0,2.0,14.6,76.0,39449.0,7286.0,32.0,93.0,10.0,0.9,455.0,0.0,0.0,10830.0,75810.0,20.0,4.0,29.0,14.0,7.0,81.0,10.0,66.0,425.0,65.0,417.0,23.0,398.0,37.2,31.3,55.0,90.0,12.0,81.0,8.0,51.0,5.0,35.0,60.0,387.0,39.0,14.8,77.0,0.0,0.0,76.0,13.0,1.2,646.0,61.0,393.0,1493.0,31.0,31.0,120.0,0.0,0.0,1.35,7.0,1.1,7.0,87143.0,,,60.0,12.0,1.1,1.03,61.0,392.0,3.0,14.0
146,3.8,7.0,41.2,77.0,110.3,206.0,40.9,113.0,20.4,38.0,14.7,97.0,32.7,610.0,21.0,196.0,4.0,4.0,1867.0,41.0,7.0,23.0,6.0,14.0,3.0,11.9,52.0,59167.0,10728.0,22.0,87.0,6.0,1.5,655.0,0.23,1.0,30256.0,332813.0,11.0,54.0,360.0,30.0,8.0,83.0,2.0,33.0,216.0,14.0,92.0,22.0,417.0,37.0,36.8,50.0,93.0,14.0,69.0,62.0,407.0,62.0,407.0,31.0,202.0,27.0,18.2,79.0,0.0,0.0,83.0,7.0,1.5,661.0,91.0,599.0,1996.0,27.0,19.0,116.0,,,1.84,8.0,2.2,14.0,125034.0,0.0,0.0,73.0,11.0,1.5,1.15,85.0,560.0,25.0,126.0
147,6.5,15.0,26.0,60.0,127.7,295.0,39.3,103.0,27.7,64.0,12.8,137.0,32.7,756.0,14.0,155.0,,5.0,2310.0,41.0,9.0,18.0,6.0,13.0,4.0,9.7,44.0,34657.0,5852.0,27.0,90.0,5.0,0.4,188.0,0.44,2.0,18519.0,203711.0,30.0,0.0,0.0,22.0,8.0,97.0,9.0,96.0,1023.0,96.0,1023.0,19.0,448.0,36.3,26.2,30.0,74.0,12.0,69.0,19.0,199.0,24.0,261.0,8.0,90.0,29.0,16.5,75.0,0.0,0.0,91.0,10.0,2.4,1069.0,47.0,499.0,1675.0,35.0,21.0,105.0,,,1.54,7.0,1.5,13.0,97960.0,1.96,21.0,59.0,8.0,1.2,1.05,100.0,1069.0,2.0,8.0
148,0.8,2.0,8.9,22.0,21.9,54.0,8.9,37.0,15.8,39.0,2.6,24.0,24.8,610.0,26.0,392.0,,4.0,2465.0,41.0,3.0,30.0,5.0,12.0,3.0,4.0,24.0,114423.0,12559.0,2.0,92.0,4.0,0.3,198.0,0.17,1.0,6112.0,24449.0,25.0,52.0,494.0,68.0,9.0,97.0,10.0,4.0,41.0,51.0,481.0,21.0,513.0,89.9,80.3,95.5,97.0,4.0,90.0,49.0,465.0,51.0,483.0,76.0,718.0,3.0,14.7,88.0,87.77,0.94,90.0,6.0,1.6,941.0,67.0,629.0,3045.0,22.0,7.0,42.0,0.34,2.0,2.85,17.0,0.3,2.0,390837.0,0.11,1.0,69.0,3.0,1.4,1.08,54.0,504.0,6.0,13.0
149,0.0,0.0,7.7,7.0,29.7,27.0,17.6,13.0,53.9,49.0,7.8,35.0,6.5,59.0,21.0,108.0,0.0,3.0,909.0,35.0,,33.0,9.0,16.0,3.0,11.4,31.0,53125.0,13103.0,4.0,98.0,5.0,3.1,859.0,3.26,9.0,35267.0,317406.0,14.0,54.0,242.0,48.0,12.0,97.0,16.0,1.0,4.0,52.0,232.0,17.0,156.0,81.0,89.7,66.7,100.0,9.0,93.0,34.0,151.0,36.0,162.0,62.0,278.0,7.0,18.8,52.0,,,77.0,4.0,1.6,448.0,14.0,62.0,2510.0,23.0,23.0,14.0,0.0,0.0,2.53,7.0,0.0,0.0,236943.0,0.0,0.0,75.0,,1.3,1.22,0.0,0.0,,
150,3.3,6.0,16.8,31.0,87.3,161.0,44.3,78.0,13.0,24.0,9.6,65.0,36.7,677.0,12.0,121.0,3.0,3.0,1845.0,33.0,7.0,30.0,7.0,3.0,2.0,8.2,46.0,38517.0,9284.0,26.0,84.0,9.0,0.4,236.0,0.18,1.0,5987.0,41912.0,31.0,0.0,0.0,14.0,7.0,86.0,16.0,100.0,680.0,99.0,676.0,17.0,317.0,43.0,25.9,19.1,80.0,13.0,72.0,10.0,70.0,8.0,55.0,45.0,306.0,30.0,7.7,43.0,0.0,0.0,72.0,11.0,1.2,680.0,79.0,535.0,1551.0,23.0,22.0,115.0,0.18,1.0,0.9,5.0,2.6,14.0,103289.0,1.03,7.0,65.0,9.0,1.4,1.09,45.0,309.0,,
151,0.3,1.0,5.8,20.0,19.0,66.0,17.3,45.0,15.0,52.0,1.3,14.0,19.2,666.0,19.0,338.0,2.0,6.0,3472.0,35.0,1.0,33.0,7.0,5.0,3.0,3.3,17.0,108462.0,11186.0,2.0,99.0,1.0,0.8,404.0,3.37,18.0,5142.0,35996.0,20.0,50.0,558.0,74.0,13.0,98.0,10.0,27.0,304.0,34.0,387.0,20.0,692.0,81.8,81.4,75.0,98.0,4.0,93.0,0.0,0.0,0.0,0.0,84.0,947.0,6.0,21.9,117.0,,,89.0,10.0,2.1,1124.0,81.0,908.0,2809.0,13.0,11.0,103.0,1.31,7.0,,,0.6,7.0,281775.0,0.0,0.0,81.0,6.0,1.5,1.16,0.0,0.0,,
152,2.5,2.0,17.3,14.0,34.7,28.0,28.5,29.0,29.7,24.0,13.9,41.0,39.7,321.0,12.0,57.0,1.0,1.0,808.0,30.0,8.0,30.0,10.0,4.0,3.0,29.7,176.0,73359.0,11681.0,14.0,98.0,9.0,0.0,2.0,0.0,0.0,1836.0,1836.0,10.0,0.0,0.0,43.0,14.0,100.0,,27.0,80.0,0.0,0.0,15.0,125.0,30.6,42.4,33.3,92.0,8.0,89.0,0.0,0.0,0.0,0.0,15.0,45.0,19.0,3.9,23.0,0.0,0.0,95.0,18.0,0.5,295.0,100.0,295.0,1840.0,23.0,25.0,74.0,0.17,1.0,0.51,3.0,1.0,3.0,135706.0,2.37,7.0,64.0,6.0,1.2,1.11,0.0,0.0,,
153,1.5,6.0,16.1,63.0,49.4,193.0,15.9,57.0,16.4,64.0,3.0,37.0,24.2,947.0,17.0,395.0,4.0,5.0,3908.0,36.0,3.0,30.0,4.0,7.0,3.0,9.2,74.0,95208.0,30596.0,8.0,95.0,3.0,1.9,1552.0,0.98,8.0,15709.0,377006.0,13.0,38.0,468.0,48.0,8.0,93.0,10.0,0.0,0.0,0.0,0.0,20.0,793.0,63.8,64.7,54.6,97.0,5.0,73.0,45.0,553.0,19.0,234.0,0.0,0.0,12.0,15.3,124.0,0.0,0.0,82.0,10.0,1.5,1225.0,100.0,1225.0,2859.0,13.0,12.0,146.0,0.0,0.0,1.23,10.0,1.4,17.0,252616.0,0.08,1.0,73.0,7.0,1.5,1.07,35.0,433.0,,
154,0.3,1.0,20.3,61.0,43.9,132.0,23.0,66.0,24.6,74.0,6.0,68.0,20.5,616.0,19.0,269.0,2.0,4.0,3006.0,37.0,4.0,25.0,7.0,6.0,3.0,9.5,69.0,84028.0,14776.0,5.0,92.0,6.0,0.6,466.0,0.96,7.0,12225.0,158926.0,17.0,40.0,460.0,41.0,7.0,96.0,9.0,66.0,750.0,66.0,750.0,20.0,604.0,51.8,50.6,40.7,94.0,9.0,82.0,47.0,535.0,48.0,549.0,12.0,136.0,8.0,12.5,91.0,,,85.0,5.0,1.6,1143.0,65.0,742.0,2286.0,17.0,15.0,113.0,0.0,0.0,0.96,7.0,1.3,10.0,184008.0,0.44,5.0,52.0,5.0,1.6,1.05,84.0,956.0,11.0,42.0
155,0.7,2.0,18.1,50.0,58.7,162.0,39.2,92.0,18.5,51.0,11.2,112.0,33.0,911.0,9.0,146.0,1.0,2.0,2759.0,29.0,2.0,25.0,5.0,4.0,2.0,37.2,,63203.0,18285.0,14.0,90.0,4.0,0.2,253.0,0.8,10.0,8646.0,77813.0,36.0,0.0,0.0,41.0,9.0,91.0,11.0,90.0,897.0,90.0,897.0,16.0,449.0,42.0,32.4,29.4,100.0,9.0,69.0,5.0,53.0,3.0,30.0,0.0,0.0,20.0,6.3,78.0,0.0,0.0,90.0,4.0,0.8,1001.0,81.0,815.0,1802.0,20.0,22.0,176.0,,,0.32,4.0,2.2,18.0,137170.0,0.4,4.0,60.0,7.0,1.3,1.04,0.0,0.0,2.0,3.0
156,1.7,6.0,23.5,83.0,94.2,333.0,39.2,160.0,20.7,73.0,10.8,130.0,24.7,872.0,11.0,191.0,1.0,3.0,3534.0,31.0,5.0,34.0,7.0,6.0,3.0,29.7,,54943.0,7518.0,22.0,93.0,7.0,0.3,382.0,0.45,5.0,7138.0,71381.0,23.0,0.0,0.0,28.0,12.0,88.0,16.0,44.0,533.0,65.0,788.0,25.0,872.0,41.9,28.1,29.0,92.0,11.0,72.0,39.0,467.0,36.0,429.0,55.0,669.0,25.0,7.0,78.0,0.0,0.0,95.0,2.0,1.1,1207.0,98.0,1184.0,1889.0,15.0,28.0,,1.61,18.0,0.45,5.0,3.6,,118578.0,0.75,9.0,75.0,10.0,1.2,1.08,76.0,912.0,35.0,243.0
157,,,,185.0,,,67.4,81.0,,,,103.0,25.8,315.0,5.0,32.0,3.0,2.0,1222.0,37.0,9.0,23.0,1.0,10.0,2.0,6.7,38.0,19250.0,3792.0,,,,6.0,,2.97,17.0,19738.0,,53.0,75.0,215.0,11.0,3.0,70.0,18.0,100.0,288.0,100.0,288.0,,568.0,17.6,16.0,18.2,73.0,,62.0,74.0,214.0,0.0,0.0,59.0,171.0,63.0,32.3,185.0,100.0,0.26,,16.0,0.5,288.0,65.0,188.0,1126.0,70.0,50.0,94.0,0.0,0.0,0.87,5.0,1.4,2.0,121542.0,,19.0,36.0,12.0,1.5,1.29,100.0,288.0,86.0,
158,6.8,25.0,30.9,113.0,102.5,375.0,52.7,200.0,28.4,104.0,21.7,,35.7,1304.0,13.0,263.0,3.0,3.0,3658.0,31.0,4.0,25.0,6.0,6.0,2.0,6.8,83.0,45094.0,5327.0,36.0,86.0,6.0,1.6,1945.0,1.39,17.0,,,34.0,0.0,0.0,15.0,5.0,88.0,9.0,85.0,1096.0,86.0,1113.0,25.0,,28.2,24.4,20.5,88.0,13.0,69.0,0.0,0.0,0.0,0.0,50.0,641.0,36.0,21.5,,41.83,1.69,83.0,4.0,1.1,1288.0,100.0,1288.0,1373.0,25.0,32.0,,1.15,14.0,0.9,11.0,2.0,,79524.0,1.09,14.0,80.0,7.0,1.4,1.1,65.0,835.0,18.0,346.0
159,,16.0,42.4,46.0,228.4,248.0,67.4,70.0,44.2,48.0,,162.0,50.7,551.0,8.0,41.0,2.0,2.0,1086.0,36.0,8.0,21.0,7.0,9.0,5.0,28.5,139.0,16250.0,7568.0,61.0,,9.0,0.3,129.0,0.82,4.0,3427.0,51411.0,46.0,0.0,0.0,7.0,6.0,67.0,12.0,100.0,389.0,100.0,389.0,27.0,290.0,22.7,15.2,35.3,89.0,,70.0,0.0,0.0,0.0,0.0,100.0,389.0,55.0,10.4,51.0,76.79,2.06,63.0,11.0,0.8,389.0,76.0,297.0,1076.0,45.0,51.0,150.0,,24.0,0.82,4.0,1.5,4.0,72542.0,,20.0,33.0,14.0,1.8,1.25,100.0,389.0,43.0,608.0
160,10.0,29.0,54.8,159.0,165.1,479.0,61.3,195.0,34.1,99.0,18.5,205.0,47.3,1372.0,18.0,272.0,1.0,4.0,2901.0,34.0,11.0,23.0,7.0,12.0,3.0,7.0,54.0,31726.0,6744.0,40.0,74.0,4.0,1.4,1115.0,1.16,9.0,17989.0,827480.0,32.0,0.0,0.0,9.0,6.0,82.0,8.0,86.0,948.0,86.0,948.0,19.0,560.0,23.6,16.5,15.4,81.0,17.0,76.0,0.0,0.0,0.0,0.0,83.0,919.0,40.0,15.8,123.0,0.0,0.0,84.0,11.0,1.4,1107.0,80.0,881.0,1317.0,37.0,31.0,271.0,0.0,0.0,1.55,12.0,2.3,20.0,84286.0,2.53,,48.0,9.0,1.3,1.13,100.0,1107.0,35.0,657.0
161,2.3,6.0,28.2,75.0,58.7,156.0,18.3,53.0,21.5,57.0,0.4,4.0,7.6,202.0,10.0,110.0,0.0,9.0,2657.0,31.0,3.0,23.0,8.0,4.0,2.0,2.9,9.0,31078.0,8470.0,19.0,90.0,8.0,0.1,27.0,2.04,6.0,26569.0,132845.0,32.0,56.0,630.0,47.0,13.0,95.0,10.0,0.0,4.0,21.0,237.0,22.0,580.0,35.6,33.8,36.8,100.0,8.0,82.0,0.0,0.0,0.0,0.0,27.0,304.0,22.0,22.1,65.0,100.0,2.01,80.0,18.0,3.9,1134.0,8.0,94.0,3588.0,33.0,16.0,15.0,0.68,2.0,2.72,8.0,0.0,0.0,,1.15,13.0,14.0,9.0,1.3,1.13,93.0,1054.0,127.0,380.0
162,5.7,11.0,32.0,62.0,116.5,226.0,85.3,151.0,15.5,30.0,30.3,211.0,31.2,606.0,17.0,167.0,1.0,5.0,1940.0,33.0,5.0,29.0,6.0,5.0,2.0,3.9,14.0,39605.0,9020.0,29.0,85.0,6.0,1.0,384.0,0.54,2.0,7772.0,186519.0,38.0,35.0,244.0,18.0,8.0,90.0,9.0,100.0,696.0,100.0,696.0,23.0,438.0,45.8,25.0,22.2,95.0,8.0,58.0,20.0,142.0,43.0,301.0,97.0,673.0,33.0,16.0,59.0,,,92.0,4.0,1.9,696.0,100.0,696.0,1301.0,31.0,29.0,202.0,0.0,0.0,1.9,7.0,1.9,13.0,93341.0,1.15,8.0,70.0,12.0,1.4,1.08,100.0,696.0,54.0,700.0
163,5.5,5.0,80.9,73.0,,493.0,44.8,34.0,,94.0,8.6,47.0,39.6,357.0,26.0,168.0,4.0,5.0,902.0,32.0,4.0,17.0,5.0,5.0,4.0,11.7,20.0,49310.0,4116.0,22.0,96.0,6.0,,,,21.0,10117.0,647505.0,45.0,100.0,544.0,54.0,7.0,91.0,8.0,100.0,543.0,100.0,543.0,17.0,152.0,45.8,34.5,,63.0,,75.0,93.0,507.0,100.0,544.0,100.0,544.0,21.0,34.5,60.0,,,93.0,4.0,3.1,544.0,42.0,231.0,1443.0,68.0,38.0,88.0,,16.0,,18.0,0.0,0.0,401895.0,0.55,3.0,39.0,8.0,1.8,1.44,100.0,544.0,45.0,627.0
164,13.1,,45.2,,241.7,,30.6,139.0,24.6,115.0,16.4,,22.0,1029.0,15.0,158.0,,7.0,4668.0,27.0,,31.0,5.0,7.0,2.0,1.5,10.0,27470.0,,38.0,87.0,5.0,2.4,1562.0,,,11196.0,750137.0,39.0,96.0,,7.0,4.0,,7.0,94.0,1637.0,97.0,1697.0,11.0,527.0,21.2,19.2,30.8,63.0,12.0,82.0,88.0,,75.0,,77.0,1346.0,38.0,25.4,163.0,0.0,0.0,55.0,8.0,2.7,1744.0,28.0,480.0,1407.0,57.0,31.0,147.0,0.0,0.0,2.96,19.0,1.4,6.0,163312.0,,,20.0,4.0,1.9,1.28,100.0,1744.0,126.0,
165,7.7,19.0,28.8,71.0,146.2,360.0,25.2,107.0,19.9,49.0,12.1,110.0,16.6,409.0,7.0,52.0,0.0,,2463.0,30.0,3.0,21.0,7.0,5.0,4.0,11.8,21.0,28205.0,5097.0,32.0,92.0,10.0,4.1,745.0,1.11,2.0,16913.0,219873.0,29.0,93.0,843.0,11.0,7.0,62.0,13.0,100.0,911.0,100.0,911.0,19.0,459.0,22.2,16.5,34.5,85.0,12.0,76.0,83.0,756.0,84.0,768.0,19.0,169.0,35.0,26.6,48.0,,,54.0,16.0,5.0,911.0,28.0,254.0,1559.0,19.0,32.0,80.0,0.0,0.0,1.66,3.0,3.5,9.0,,1.98,18.0,10.0,7.0,1.4,1.05,99.0,904.0,,694.0
166,14.2,18.0,47.3,60.0,185.3,235.0,27.7,43.0,26.0,33.0,4.5,24.0,15.9,202.0,12.0,66.0,1.0,8.0,1268.0,30.0,,32.0,9.0,7.0,,12.3,19.0,33648.0,8411.0,28.0,98.0,8.0,1.2,182.0,1.98,3.0,14778.0,103444.0,25.0,74.0,396.0,10.0,9.0,84.0,,100.0,538.0,100.0,538.0,28.0,351.0,36.1,20.0,,100.0,9.0,60.0,100.0,536.0,65.0,350.0,3.0,18.0,33.0,25.1,38.0,,,87.0,10.0,3.6,538.0,20.0,110.0,1727.0,36.0,20.0,22.0,0.0,0.0,2.64,4.0,3.3,11.0,77433.0,0.74,4.0,49.0,16.0,1.5,1.14,100.0,538.0,49.0,292.0
167,11.1,9.0,52.0,42.0,258.7,209.0,69.4,49.0,53.2,43.0,5.8,21.0,19.7,159.0,14.0,44.0,0.0,4.0,808.0,30.0,4.0,22.0,10.0,3.0,3.0,33.9,62.0,21607.0,21580.0,31.0,95.0,5.0,0.3,63.0,0.0,0.0,27604.0,220830.0,25.0,0.0,0.0,11.0,9.0,82.0,15.0,100.0,361.0,100.0,361.0,,239.0,37.5,25.0,28.6,92.0,10.0,76.0,72.0,260.0,0.0,0.0,100.0,361.0,31.0,20.7,38.0,,,83.0,12.0,2.0,361.0,28.0,101.0,1703.0,33.0,28.0,28.0,0.54,1.0,0.54,1.0,2.0,2.0,,1.11,4.0,13.0,7.0,1.4,1.0,100.0,361.0,19.0,136.0
168,5.7,9.0,25.2,40.0,162.3,258.0,65.8,134.0,14.5,23.0,14.7,93.0,33.2,528.0,20.0,148.0,2.0,7.0,1590.0,46.0,10.0,13.0,6.0,20.0,,0.5,1.0,31111.0,5938.0,28.0,85.0,3.0,0.6,134.0,0.44,1.0,,187647.0,37.0,34.0,217.0,24.0,11.0,76.0,13.0,100.0,633.0,100.0,633.0,18.0,280.0,34.2,27.7,33.3,76.0,19.0,66.0,14.0,91.0,16.0,101.0,53.0,334.0,34.0,21.0,48.0,,,72.0,1.0,2.8,633.0,71.0,449.0,1278.0,44.0,26.0,118.0,0.0,0.0,3.07,7.0,0.8,5.0,77346.0,1.58,10.0,55.0,11.0,1.4,1.17,100.0,633.0,18.0,73.0
169,0.5,1.0,6.9,15.0,21.5,47.0,13.9,63.0,13.2,29.0,0.4,3.0,8.1,178.0,13.0,140.0,1.0,9.0,2191.0,38.0,5.0,29.0,7.0,9.0,,5.2,13.0,124479.0,29111.0,3.0,96.0,4.0,0.3,84.0,0.41,1.0,4075.0,4075.0,13.0,0.0,2.0,67.0,7.0,100.0,7.0,77.0,606.0,79.0,624.0,20.0,432.0,78.5,80.7,77.3,97.0,4.0,92.0,0.0,0.0,1.0,11.0,62.0,493.0,6.0,24.9,61.0,0.0,0.0,88.0,7.0,3.2,791.0,54.0,426.0,2937.0,11.0,5.0,23.0,0.0,0.0,4.49,11.0,0.5,4.0,235447.0,0.0,0.0,95.0,6.0,1.5,1.15,0.0,0.0,,
170,0.0,0.0,12.6,23.0,25.1,46.0,9.3,11.0,16.4,30.0,0.8,5.0,16.5,302.0,18.0,183.0,3.0,4.0,1833.0,41.0,8.0,39.0,12.0,9.0,3.0,10.5,50.0,80127.0,18669.0,2.0,98.0,5.0,1.8,845.0,0.21,1.0,33581.0,134325.0,10.0,49.0,312.0,66.0,12.0,96.0,15.0,97.0,614.0,100.0,632.0,18.0,332.0,79.5,75.3,88.2,100.0,5.0,96.0,34.0,215.0,34.0,215.0,76.0,482.0,4.0,18.7,89.0,,,89.0,12.0,1.3,632.0,71.0,449.0,2968.0,16.0,8.0,34.0,0.0,0.0,3.37,16.0,0.0,0.0,279825.0,0.0,0.0,78.0,9.0,1.4,1.11,0.0,0.0,,
171,1.1,1.0,48.9,44.0,152.4,137.0,26.0,27.0,48.9,44.0,3.0,12.0,17.4,156.0,20.0,105.0,2.0,3.0,899.0,38.0,7.0,23.0,6.0,18.0,,1.5,4.0,66607.0,,2.0,88.0,10.0,,2167.0,,14.0,36851.0,737012.0,15.0,62.0,245.0,48.0,12.0,91.0,10.0,100.0,398.0,100.0,398.0,20.0,176.0,72.4,86.7,,,5.0,90.0,68.0,270.0,81.0,323.0,0.0,0.0,4.0,33.5,96.0,,,85.0,13.0,1.4,398.0,47.0,186.0,2972.0,21.0,10.0,18.0,0.0,0.0,1.4,4.0,1.1,2.0,343433.0,0.25,1.0,52.0,10.0,1.2,1.11,82.0,328.0,27.0,109.0
172,1.0,3.0,13.7,42.0,67.9,208.0,23.8,55.0,21.6,66.0,1.2,13.0,11.7,359.0,12.0,153.0,0.0,3.0,3062.0,35.0,3.0,37.0,6.0,3.0,2.0,4.5,43.0,118194.0,19531.0,2.0,96.0,2.0,1.5,1408.0,1.06,10.0,32073.0,673537.0,14.0,46.0,520.0,73.0,8.0,97.0,9.0,1.0,16.0,12.0,141.0,24.0,738.0,86.6,89.2,75.0,100.0,3.0,96.0,44.0,496.0,38.0,427.0,78.0,884.0,5.0,15.1,142.0,0.0,0.0,90.0,8.0,1.2,1134.0,53.0,598.0,3049.0,9.0,15.0,91.0,0.0,0.0,0.85,8.0,0.3,3.0,309739.0,0.0,0.0,57.0,7.0,1.4,1.27,53.0,599.0,105.0,105.0
173,13.1,15.0,48.0,55.0,94.2,108.0,62.6,61.0,14.0,16.0,21.8,88.0,51.4,590.0,15.0,76.0,0.0,3.0,1147.0,29.0,5.0,37.0,5.0,3.0,3.0,22.8,87.0,44702.0,10772.0,44.0,90.0,7.0,2.2,837.0,0.26,1.0,37099.0,296793.0,46.0,9.0,37.0,8.0,8.0,90.0,12.0,98.0,393.0,98.0,393.0,21.0,237.0,20.9,26.0,12.5,84.0,14.0,80.0,0.0,0.0,15.0,60.0,16.0,63.0,41.0,17.9,68.0,,,89.0,20.0,1.1,403.0,81.0,327.0,1301.0,24.0,30.0,97.0,2.89,11.0,0.79,3.0,1.7,7.0,87016.0,2.23,9.0,25.0,,1.2,1.05,100.0,403.0,10.0,61.0
174,2.9,5.0,53.4,92.0,113.8,196.0,79.5,131.0,38.9,67.0,9.3,58.0,19.4,335.0,13.0,92.0,4.0,1.0,1723.0,37.0,11.0,26.0,8.0,7.0,3.0,,,57596.0,25237.0,11.0,98.0,4.0,0.9,,1.2,,41944.0,,20.0,0.0,0.0,22.0,9.0,77.0,5.0,25.0,156.0,34.0,216.0,18.0,303.0,50.8,41.1,48.0,82.0,6.0,41.0,0.0,0.0,26.0,164.0,20.0,125.0,18.0,7.5,,32.83,2.61,90.0,9.0,0.2,627.0,92.0,576.0,1781.0,30.0,18.0,103.0,0.03,1.0,0.03,1.0,1.8,11.0,141900.0,0.0,0.0,88.0,9.0,1.2,1.14,28.0,177.0,1.0,2.0
